flight_id,flight_number,flight_date,airline_code,aircraft_id,origin,destination,scheduled_departure,actual_departure,scheduled_arrival,actual_arrival,departure_delay_min,arrival_delay_min,distance_km,passengers,status
3118,WS165,2025-11-25,WS,17,YEG,YYC,2025-11-25 15:55:00,2025-11-25 16:44:00,2025-11-25 16:36:00,2025-11-25 17:13:00,49,37,244,158,Retardé
3119,TS408,2025-11-25,TS,38,YUL,CDG,2025-11-25 17:05:00,2025-11-25 17:16:00,2025-11-26 00:39:00,2025-11-26 00:43:00,11,4,5523,200,À l'heure
3120,AC1661,2025-11-25,AC,12,YYZ,LHR,2025-11-25 18:30:00,2025-11-25 19:08:00,2025-11-26 02:07:00,2025-11-26 02:46:00,38,39,5707,207,Retardé
3121,AC1031,2025-11-25,AC,5,YUL,YHZ,2025-11-25 20:40:00,2025-11-25 20:38:00,2025-11-25 22:11:00,2025-11-25 22:07:00,-2,-4,804,157,À l'heure
3122,PD1874,2025-11-26,PD,31,YUL,YYZ,2025-11-26 08:45:00,2025-11-26 08:46:00,2025-11-26 10:01:00,2025-11-26 09:50:00,1,-11,507,55,À l'heure
3123,DL791,2025-11-26,DL,52,YUL,JFK,2025-11-26 10:10:00,2025-11-26 10:20:00,2025-11-26 11:26:00,2025-11-26 11:44:00,10,18,537,167,Retardé
3124,AC236,2025-11-26,AC,9,YVR,YUL,2025-11-26 10:15:00,2025-11-26 10:11:00,2025-11-26 15:19:00,2025-11-26 15:01:00,-4,-18,3682,143,À l'heure
3125,WS342,2025-11-26,WS,20,YYZ,YUL,2025-11-26 11:00:00,2025-11-26 11:06:00,2025-11-26 12:07:00,2025-11-26 12:23:00,6,16,507,117,Retardé
3126,WS1295,2025-11-26,WS,19,CUN,YUL,2025-11-26 13:30:00,2025-11-26 13:24:00,2025-11-26 17:51:00,2025-11-26 17:34:00,-6,-17,2970,109,À l'heure
3127,WS487,2025-11-26,WS,20,YUL,YYZ,2025-11-26 13:40:00,2025-11-26 13:49:00,2025-11-26 14:58:00,2025-11-26 15:04:00,9,6,507,112,À l'heure
3128,WS631,2025-11-26,WS,18,YYC,YVR,2025-11-26 13:45:00,2025-11-26 13:47:00,2025-11-26 15:04:00,2025-11-26 15:07:00,2,3,687,155,À l'heure
3129,WS1376,2025-11-26,WS,17,YWG,YYC,2025-11-26 14:15:00,2025-11-26 14:17:00,2025-11-26 16:18:00,2025-11-26 16:24:00,2,6,1191,142,À l'heure
3130,WS1143,2025-11-26,WS,17,YYZ,YVR,2025-11-26 14:30:00,2025-11-26 14:36:00,2025-11-26 19:23:00,2025-11-26 19:15:00,6,-8,3346,156,À l'heure
3131,F81644,2025-11-26,F8,41,YVR,YYC,2025-11-26 16:35:00,2025-11-26 16:35:00,2025-11-26 17:50:00,2025-11-26 17:45:00,0,-5,687,123,À l'heure
3132,AC1703,2025-11-26,AC,5,YYZ,YOW,2025-11-26 19:40:00,2025-11-26 22:52:00,2025-11-26 20:31:00,2025-11-26 23:48:00,192,197,363,173,Retardé
3133,AF1147,2025-11-26,AF,59,YUL,CDG,2025-11-26 20:10:00,2025-11-26 20:31:00,2025-11-27 03:44:00,2025-11-27 04:14:00,21,30,5523,209,Retardé
3134,AC230,2025-11-26,AC,16,YYZ,LHR,2025-11-26 21:05:00,2025-11-27 00:06:00,2025-11-27 04:49:00,2025-11-27 07:58:00,181,189,5707,218,Retardé
3135,PD185,2025-11-26,PD,26,YHZ,YYZ,2025-11-26 21:35:00,2025-11-26 21:41:00,2025-11-26 23:34:00,2025-11-26 23:37:00,6,3,1288,92,À l'heure
3136,WS1312,2025-11-26,WS,17,YUL,YYZ,2025-11-26 21:50:00,2025-11-26 22:10:00,2025-11-26 22:53:00,2025-11-26 23:11:00,20,18,507,109,Retardé
3137,AC434,2025-11-27,AC,10,YEG,YVR,2025-11-27 06:20:00,2025-11-27 06:18:00,2025-11-27 07:54:00,2025-11-27 07:51:00,-2,-3,809,137,À l'heure
3138,AC1331,2025-11-27,AC,9,YOW,YYZ,2025-11-27 07:15:00,2025-11-27 07:16:00,2025-11-27 08:22:00,2025-11-27 08:12:00,1,-10,363,117,À l'heure
3139,WS1949,2025-11-27,WS,19,YVR,YYZ,2025-11-27 12:20:00,2025-11-27 12:34:00,2025-11-27 16:58:00,2025-11-27 16:58:00,14,0,3346,139,À l'heure
3140,AC1450,2025-11-27,AC,3,YUL,YHZ,2025-11-27 13:15:00,2025-11-27 13:18:00,2025-11-27 14:41:00,2025-11-27 14:42:00,3,1,804,182,À l'heure
3141,AC1464,2025-11-27,AC,6,YUL,YVR,2025-11-27 14:00:00,2025-11-27 14:10:00,2025-11-27 19:07:00,2025-11-27 19:04:00,10,-3,3682,168,À l'heure
3142,UA147,2025-11-27,UA,47,YYZ,ORD,2025-11-27 17:20:00,2025-11-27 17:24:00,2025-11-27 18:44:00,2025-11-27 18:56:00,4,12,701,165,À l'heure
3143,AC359,2025-11-27,AC,5,YVR,YEG,2025-11-27 18:50:00,2025-11-27 19:16:00,2025-11-27 20:20:00,2025-11-27 20:44:00,26,24,809,166,Retardé
3144,AC111,2025-11-27,AC,9,JFK,YUL,2025-11-27 19:40:00,2025-11-27 19:40:00,2025-11-27 20:49:00,2025-11-27 20:51:00,0,2,537,117,À l'heure
3145,AC1668,2025-11-28,AC,6,YUL,CUN,2025-11-28 06:15:00,2025-11-28 06:18:00,2025-11-28 10:24:00,2025-11-28 10:32:00,3,8,2970,164,À l'heure
3146,AC924,2025-11-28,AC,8,YYZ,YWG,2025-11-28 09:35:00,2025-11-28 09:34:00,2025-11-28 12:06:00,2025-11-28 12:01:00,-1,-5,1504,128,À l'heure
3147,WS372,2025-11-28,WS,18,YYC,YUL,2025-11-28 12:55:00,2025-11-28 12:58:00,2025-11-28 17:16:00,2025-11-28 17:25:00,3,9,3005,118,À l'heure
3148,PD1117,2025-11-28,PD,26,YUL,YOW,2025-11-28 13:20:00,2025-11-28 13:59:00,2025-11-28 13:59:00,2025-11-28 14:47:00,39,48,151,91,Retardé
3149,AC1180,2025-11-28,AC,13,LHR,YYZ,2025-11-28 15:30:00,2025-11-28 15:29:00,2025-11-28 23:13:00,2025-11-28 23:06:00,-1,-7,5707,220,À l'heure
3150,AC1648,2025-11-28,AC,4,YYZ,YUL,2025-11-28 19:05:00,2025-11-28 19:36:00,2025-11-28 20:13:00,2025-11-28 20:36:00,31,23,507,163,Retardé
3151,DL1984,2025-11-29,DL,52,YVR,LAX,2025-11-29 06:10:00,2025-11-29 06:08:00,2025-11-29 08:55:00,2025-11-29 08:45:00,-2,-10,1741,164,À l'heure
3152,WS430,2025-11-29,WS,20,YYZ,YVR,2025-11-29 06:30:00,2025-11-29 06:25:00,2025-11-29 11:13:00,2025-11-29 11:07:00,-5,-6,3346,135,À l'heure
3153,PD386,2025-11-29,PD,27,YOW,YUL,2025-11-29 08:20:00,2025-11-29 08:23:00,2025-11-29 08:56:00,2025-11-29 09:03:00,3,7,151,101,À l'heure
3154,WS346,2025-11-29,WS,18,YYC,YYZ,2025-11-29 11:35:00,2025-11-29 11:37:00,2025-11-29 15:38:00,2025-11-29 15:45:00,2,7,2689,138,À l'heure
3155,AC1337,2025-11-29,AC,9,YUL,ORD,2025-11-29 14:20:00,2025-11-29 14:22:00,2025-11-29 16:30:00,2025-11-29 16:40:00,2,10,1201,122,À l'heure
3156,AC891,2025-11-29,AC,9,YWG,YYZ,2025-11-29 14:25:00,2025-11-29 14:33:00,2025-11-29 16:46:00,2025-11-29 16:54:00,8,8,1504,114,À l'heure
3157,AC390,2025-11-29,AC,3,YYC,YYZ,2025-11-29 17:10:00,2025-11-29 17:31:00,2025-11-29 21:00:00,2025-11-29 21:13:00,21,13,2689,129,À l'heure
3158,F8869,2025-11-29,F8,40,YYC,YWG,2025-11-29 19:00:00,2025-11-29 19:03:00,2025-11-29 21:03:00,2025-11-29 21:15:00,3,12,1191,130,À l'heure
3159,TS1455,2025-11-29,TS,37,CDG,YUL,2025-11-29 19:45:00,2025-11-29 19:51:00,2025-11-30 03:10:00,2025-11-30 03:12:00,6,2,5523,191,À l'heure
3160,AC116,2025-11-29,AC,6,LAX,YVR,2025-11-29 20:00:00,2025-11-29 20:29:00,2025-11-29 22:51:00,2025-11-29 23:08:00,29,17,1741,125,Retardé
3161,AC1144,2025-11-30,AC,16,LHR,YUL,2025-11-30 07:25:00,2025-11-30 07:22:00,2025-11-30 14:37:00,2025-11-30 14:20:00,-3,-17,5215,200,À l'heure
3162,WS1041,2025-11-30,WS,17,YEG,YYC,2025-11-30 09:40:00,2025-11-30 09:40:00,2025-11-30 10:29:00,2025-11-30 10:21:00,0,-8,244,109,À l'heure
3163,WS1360,2025-11-30,WS,19,YVR,YUL,2025-11-30 10:45:00,2025-11-30 10:41:00,2025-11-30 16:02:00,2025-11-30 15:44:00,-4,-18,3682,168,À l'heure
3164,AC1479,2025-11-30,AC,2,LAX,YUL,2025-11-30 10:50:00,2025-11-30 10:53:00,2025-11-30 16:30:00,2025-11-30 16:34:00,3,4,3973,100,À l'heure
3165,AC1039,2025-11-30,AC,7,YUL,YYC,2025-11-30 16:15:00,2025-11-30 16:10:00,2025-11-30 20:30:00,2025-11-30 20:11:00,-5,-19,3005,134,À l'heure
3166,PD458,2025-11-30,PD,25,YUL,YYZ,2025-11-30 16:50:00,2025-11-30 16:56:00,2025-11-30 17:50:00,2025-11-30 17:42:00,6,-8,507,96,À l'heure
3167,PD1383,2025-11-30,PD,31,YYZ,YUL,2025-11-30 17:00:00,2025-11-30 17:10:00,2025-11-30 18:03:00,2025-11-30 18:17:00,10,14,507,53,À l'heure
3168,WS387,2025-11-30,WS,18,YVR,YYZ,2025-11-30 21:40:00,2025-11-30 21:39:00,2025-12-01 02:22:00,2025-12-01 02:12:00,-1,-10,3346,157,À l'heure
3169,PD1976,2025-12-01,PD,28,YYZ,YHZ,2025-12-01 06:30:00,2025-12-01 06:28:00,2025-12-01 08:42:00,2025-12-01 08:46:00,-2,4,1288,99,À l'heure
3170,F81698,2025-12-01,F8,40,YYZ,YYC,2025-12-01 06:35:00,2025-12-01 06:36:00,2025-12-01 10:30:00,2025-12-01 10:33:00,1,3,2689,117,À l'heure
3171,UA1732,2025-12-01,UA,44,ORD,YUL,2025-12-01 07:20:00,2025-12-01 07:27:00,2025-12-01 09:22:00,2025-12-01 09:28:00,7,6,1201,111,À l'heure
3172,AC1636,2025-12-01,AC,4,YQB,YUL,2025-12-01 08:20:00,2025-12-01 08:22:00,2025-12-01 09:06:00,2025-12-01 09:08:00,2,2,233,122,À l'heure
3173,PD1172,2025-12-01,PD,29,YHZ,YUL,2025-12-01 09:30:00,2025-12-01 09:39:00,2025-12-01 11:00:00,2025-12-01 11:12:00,9,12,804,62,À l'heure
3174,TS927,2025-12-01,TS,36,CDG,YUL,2025-12-01 15:20:00,2025-12-01 15:53:00,2025-12-01 22:54:00,2025-12-01 23:19:00,33,25,5523,199,Retardé
3175,DL1672,2025-12-01,DL,53,YUL,JFK,2025-12-01 17:00:00,2025-12-01 17:17:00,2025-12-01 18:02:00,2025-12-01 18:08:00,17,6,537,125,À l'heure
3176,AC1472,2025-12-02,AC,5,YYZ,YOW,2025-12-02 08:55:00,2025-12-02 09:02:00,2025-12-02 09:47:00,2025-12-02 10:00:00,7,13,363,128,À l'heure
3177,WS1875,2025-12-02,WS,17,YYC,YEG,2025-12-02 09:20:00,2025-12-02 09:28:00,2025-12-02 10:01:00,2025-12-02 10:13:00,8,12,244,163,À l'heure
3178,AC146,2025-12-02,AC,7,YUL,LAX,2025-12-02 10:25:00,2025-12-02 10:22:00,2025-12-02 15:53:00,2025-12-02 15:50:00,-3,-3,3973,150,À l'heure
3179,AC1244,2025-12-02,AC,4,YUL,YQB,2025-12-02 15:40:00,2025-12-02 15:57:00,2025-12-02 16:23:00,2025-12-02 16:40:00,17,17,233,169,Retardé
3180,WS1982,2025-12-02,WS,17,YVR,YYC,2025-12-02 16:25:00,2025-12-02 16:43:00,2025-12-02 17:55:00,2025-12-02 18:16:00,18,21,687,166,Retardé
3181,AC1431,2025-12-02,AC,16,YUL,CDG,2025-12-02 17:10:00,2025-12-02 17:14:00,2025-12-03 00:43:00,2025-12-03 00:33:00,4,-10,5523,271,À l'heure
3182,UA1805,2025-12-02,UA,46,ORD,YYZ,2025-12-02 17:25:00,2025-12-02 18:12:00,2025-12-02 18:43:00,2025-12-02 19:37:00,47,54,701,149,Retardé
3183,WS312,2025-12-02,WS,18,YYZ,YYC,2025-12-02 18:30:00,2025-12-02 18:33:00,2025-12-02 22:28:00,2025-12-02 22:34:00,3,6,2689,157,À l'heure
3184,PD967,2025-12-02,PD,30,YOW,YYZ,2025-12-02 18:55:00,2025-12-02 19:45:00,2025-12-02 19:46:00,2025-12-02 20:43:00,50,57,363,54,Retardé
3185,AC1667,2025-12-02,AC,14,YUL,LHR,2025-12-02 19:20:00,2025-12-02 20:19:00,2025-12-03 02:19:00,2025-12-03 03:27:00,59,68,5215,281,Retardé
3186,TS1594,2025-12-02,TS,34,YUL,CUN,2025-12-02 21:55:00,2025-12-02 21:58:00,2025-12-03 02:10:00,2025-12-03 02:10:00,3,0,2970,127,À l'heure
3187,PD1110,2025-12-03,PD,31,YYZ,YUL,2025-12-03 06:05:00,2025-12-03 09:01:00,2025-12-03 07:14:00,2025-12-03 10:14:00,176,180,507,56,Retardé
3188,AC1217,2025-12-03,AC,3,YYZ,YUL,2025-12-03 06:55:00,2025-12-03 06:50:00,2025-12-03 07:58:00,2025-12-03 07:56:00,-5,-2,507,139,À l'heure
3189,WS307,2025-12-03,WS,18,CUN,YUL,2025-12-03 11:05:00,2025-12-03 11:04:00,2025-12-03 15:20:00,2025-12-03 15:29:00,-1,9,2970,167,À l'heure
3190,AC1988,2025-12-03,AC,2,YOW,YYZ,2025-12-03 11:50:00,2025-12-03 11:55:00,2025-12-03 12:47:00,2025-12-03 13:02:00,5,15,363,88,À l'heure
3191,AC1192,2025-12-03,AC,6,YHZ,YYZ,2025-12-03 15:20:00,2025-12-03 15:19:00,2025-12-03 17:25:00,2025-12-03 17:10:00,-1,-15,1288,170,À l'heure
3192,AC1042,2025-12-03,AC,2,YYZ,YHZ,2025-12-03 15:45:00,2025-12-03 15:45:00,2025-12-03 17:44:00,2025-12-03 17:41:00,0,-3,1288,114,À l'heure
3193,AC1972,2025-12-03,AC,9,YUL,JFK,2025-12-03 21:05:00,2025-12-03 21:15:00,2025-12-03 22:09:00,2025-12-03 22:15:00,10,6,537,134,À l'heure
3194,AC1662,2025-12-03,AC,13,CDG,YUL,2025-12-03 21:15:00,2025-12-03 21:25:00,2025-12-04 04:51:00,2025-12-04 05:05:00,10,14,5523,242,À l'heure
3195,AF1777,2025-12-03,AF,61,CDG,YUL,2025-12-03 21:55:00,,2025-12-04 05:32:00,,,,5523,,Annulé
3196,AC348,2025-12-04,AC,6,YUL,LAX,2025-12-04 06:05:00,2025-12-04 09:34:00,2025-12-04 11:36:00,2025-12-04 15:10:00,209,214,3973,163,Retardé
3197,AC1861,2025-12-04,AC,7,ORD,YUL,2025-12-04 06:35:00,2025-12-04 06:38:00,2025-12-04 08:34:00,2025-12-04 08:27:00,3,-7,1201,120,À l'heure
3198,AC614,2025-12-04,AC,13,LHR,YYZ,2025-12-04 08:40:00,2025-12-04 08:54:00,2025-12-04 16:24:00,2025-12-04 16:47:00,14,23,5707,220,Retardé
3199,PD1560,2025-12-04,PD,25,YOW,YUL,2025-12-04 09:10:00,2025-12-04 09:37:00,2025-12-04 09:55:00,2025-12-04 10:30:00,27,35,151,119,Retardé
3200,AC322,2025-12-04,AC,6,YUL,YHZ,2025-12-04 09:55:00,2025-12-04 09:57:00,2025-12-04 11:35:00,2025-12-04 11:38:00,2,3,804,131,À l'heure
3201,WS1603,2025-12-04,WS,18,YYC,YYZ,2025-12-04 12:40:00,2025-12-04 12:54:00,2025-12-04 16:38:00,2025-12-04 16:57:00,14,19,2689,108,Retardé
3202,AC909,2025-12-04,AC,4,YUL,YYZ,2025-12-04 13:35:00,2025-12-04 13:48:00,2025-12-04 14:52:00,2025-12-04 15:02:00,13,10,507,172,À l'heure
3203,PD1535,2025-12-04,PD,30,YUL,YOW,2025-12-04 14:10:00,,2025-12-04 14:53:00,,,,151,,Annulé
3204,WS1929,2025-12-04,WS,19,YEG,YVR,2025-12-04 16:25:00,2025-12-04 16:26:00,2025-12-04 17:56:00,2025-12-04 18:05:00,1,9,809,140,À l'heure
3205,UA1566,2025-12-04,UA,46,YYZ,ORD,2025-12-04 16:40:00,2025-12-04 17:12:00,2025-12-04 18:01:00,2025-12-04 18:24:00,32,23,701,107,Retardé
3206,AC1288,2025-12-04,AC,15,YYZ,LHR,2025-12-04 18:25:00,2025-12-04 19:36:00,2025-12-05 02:14:00,2025-12-05 03:28:00,71,74,5707,234,Retardé
3207,AC402,2025-12-04,AC,10,LAX,YUL,2025-12-04 18:45:00,2025-12-04 19:13:00,2025-12-05 00:20:00,2025-12-05 00:41:00,28,21,3973,160,Retardé
3208,PD1557,2025-12-04,PD,26,YUL,YYZ,2025-12-04 19:15:00,2025-12-04 20:14:00,2025-12-04 20:29:00,2025-12-04 21:36:00,59,67,507,126,Retardé
3209,AC913,2025-12-04,AC,13,YUL,LHR,2025-12-04 19:55:00,2025-12-04 20:33:00,2025-12-05 02:55:00,2025-12-05 03:28:00,38,33,5215,237,Retardé
3210,WS1541,2025-12-05,WS,18,YVR,YEG,2025-12-05 08:10:00,2025-12-05 10:55:00,2025-12-05 09:33:00,2025-12-05 12:24:00,165,171,809,138,Retardé
3211,UA185,2025-12-05,UA,45,ORD,YYZ,2025-12-05 10:05:00,2025-12-05 10:17:00,2025-12-05 11:31:00,2025-12-05 11:39:00,12,8,701,115,À l'heure
3212,AC1191,2025-12-05,AC,3,LAX,YVR,2025-12-05 12:00:00,2025-12-05 12:16:00,2025-12-05 14:46:00,2025-12-05 15:12:00,16,26,1741,145,Retardé
3213,DL676,2025-12-05,DL,54,JFK,YUL,2025-12-05 16:20:00,2025-12-05 16:18:00,2025-12-05 17:33:00,2025-12-05 17:31:00,-2,-2,537,147,À l'heure
3214,PD799,2025-12-05,PD,31,YUL,YYZ,2025-12-05 17:35:00,2025-12-05 17:40:00,2025-12-05 18:40:00,2025-12-05 18:42:00,5,2,507,52,À l'heure
3215,PD1897,2025-12-06,PD,25,YQB,YUL,2025-12-06 08:45:00,2025-12-06 08:43:00,2025-12-06 09:40:00,2025-12-06 09:24:00,-2,-16,233,101,À l'heure
3216,WS1556,2025-12-06,WS,17,YYC,YEG,2025-12-06 10:30:00,2025-12-06 10:52:00,2025-12-06 11:23:00,2025-12-06 11:39:00,22,16,244,115,Retardé
3217,F81916,2025-12-06,F8,40,YYC,YVR,2025-12-06 10:40:00,2025-12-06 10:39:00,2025-12-06 12:09:00,2025-12-06 12:18:00,-1,9,687,161,À l'heure
3218,AC221,2025-12-06,AC,4,YUL,YVR,2025-12-06 11:45:00,2025-12-06 11:52:00,2025-12-06 16:56:00,2025-12-06 17:04:00,7,8,3682,127,À l'heure
3219,AC749,2025-12-06,AC,2,CUN,YUL,2025-12-06 13:15:00,2025-12-06 13:49:00,2025-12-06 17:33:00,2025-12-06 18:03:00,34,30,2970,92,Retardé
3220,DL802,2025-12-06,DL,54,YUL,JFK,2025-12-06 15:00:00,2025-12-06 15:22:00,2025-12-06 16:20:00,2025-12-06 16:28:00,22,8,537,130,À l'heure
3221,PD1866,2025-12-06,PD,28,YYZ,YOW,2025-12-06 15:30:00,2025-12-06 16:03:00,2025-12-06 16:19:00,2025-12-06 16:40:00,33,21,363,122,Retardé
3222,AC1832,2025-12-06,AC,3,YUL,ORD,2025-12-06 15:55:00,2025-12-06 15:59:00,2025-12-06 17:49:00,2025-12-06 17:50:00,4,1,1201,163,À l'heure
3223,AC1500,2025-12-06,AC,7,JFK,YUL,2025-12-06 17:40:00,2025-12-06 17:48:00,2025-12-06 18:57:00,2025-12-06 19:14:00,8,17,537,139,Retardé
3224,F81453,2025-12-06,F8,40,YYC,YVR,2025-12-06 18:00:00,2025-12-06 18:23:00,2025-12-06 19:32:00,2025-12-06 19:50:00,23,18,687,144,Retardé
3225,WS1791,2025-12-06,WS,17,YYZ,YVR,2025-12-06 18:45:00,2025-12-06 19:15:00,2025-12-06 23:26:00,2025-12-06 23:52:00,30,26,3346,110,Retardé
3226,AC1066,2025-12-06,AC,7,YUL,YYZ,2025-12-06 20:45:00,2025-12-06 21:07:00,2025-12-06 22:01:00,2025-12-06 22:16:00,22,15,507,137,À l'heure
3227,AC142,2025-12-07,AC,6,YUL,CUN,2025-12-07 06:05:00,2025-12-07 06:04:00,2025-12-07 10:21:00,2025-12-07 10:13:00,-1,-8,2970,147,À l'heure
3228,F81844,2025-12-07,F8,41,YVR,YYC,2025-12-07 07:50:00,2025-12-07 08:09:00,2025-12-07 09:14:00,2025-12-07 09:27:00,19,13,687,134,À l'heure
3229,AC1149,2025-12-07,AC,2,YVR,YUL,2025-12-07 14:00:00,2025-12-07 13:58:00,2025-12-07 19:19:00,2025-12-07 19:13:00,-2,-6,3682,93,À l'heure
3230,PD1593,2025-12-07,PD,29,YYZ,YOW,2025-12-07 16:25:00,2025-12-07 16:31:00,2025-12-07 17:28:00,2025-12-07 17:32:00,6,4,363,59,À l'heure
3231,AC478,2025-12-07,AC,10,YHZ,YUL,2025-12-07 21:55:00,2025-12-07 22:09:00,2025-12-07 23:21:00,2025-12-07 23:45:00,14,24,804,131,Retardé
3232,AC1593,2025-12-08,AC,7,YVR,LAX,2025-12-08 06:40:00,2025-12-08 06:37:00,2025-12-08 09:32:00,2025-12-08 09:33:00,-3,1,1741,166,À l'heure
3233,WS1915,2025-12-08,WS,18,YEG,YYC,2025-12-08 07:00:00,2025-12-08 07:02:00,2025-12-08 07:53:00,2025-12-08 07:42:00,2,-11,244,130,À l'heure
3234,AC110,2025-12-08,AC,4,YUL,YVR,2025-12-08 09:40:00,2025-12-08 09:37:00,2025-12-08 14:45:00,2025-12-08 14:42:00,-3,-3,3682,125,À l'heure
3235,PD1258,2025-12-08,PD,27,YYZ,YUL,2025-12-08 10:25:00,2025-12-08 10:42:00,2025-12-08 11:36:00,2025-12-08 11:46:00,17,10,507,107,À l'heure
3236,F8219,2025-12-08,F8,39,YVR,YYZ,2025-12-08 14:10:00,2025-12-08 15:04:00,2025-12-08 18:49:00,2025-12-08 19:29:00,54,40,3346,151,Retardé
3237,PD929,2025-12-08,PD,28,YUL,YQB,2025-12-08 14:35:00,2025-12-08 14:47:00,2025-12-08 15:17:00,2025-12-08 15:28:00,12,11,233,106,À l'heure
3238,AC1279,2025-12-08,AC,4,YYZ,YVR,2025-12-08 15:05:00,2025-12-08 17:39:00,2025-12-08 19:51:00,2025-12-08 22:11:00,154,140,3346,156,Retardé
3239,PD1518,2025-12-08,PD,31,YOW,YYZ,2025-12-08 15:35:00,2025-12-08 15:55:00,2025-12-08 16:24:00,2025-12-08 16:32:00,20,8,363,73,À l'heure
3240,F8244,2025-12-08,F8,40,YYC,YYZ,2025-12-08 16:05:00,2025-12-08 16:05:00,2025-12-08 20:06:00,2025-12-08 19:55:00,0,-11,2689,136,À l'heure
3241,AC1863,2025-12-08,AC,11,LHR,YUL,2025-12-08 19:35:00,2025-12-08 19:47:00,2025-12-09 02:39:00,2025-12-09 02:56:00,12,17,5215,250,Retardé
3242,TS658,2025-12-08,TS,36,YUL,CDG,2025-12-08 19:45:00,2025-12-08 19:58:00,2025-12-09 03:17:00,2025-12-09 03:34:00,13,17,5523,195,Retardé
3243,F81180,2025-12-08,F8,39,YVR,YYZ,2025-12-08 20:00:00,2025-12-08 20:06:00,2025-12-09 00:36:00,2025-12-09 00:28:00,6,-8,3346,136,À l'heure
3244,AC1829,2025-12-08,AC,4,YWG,YYZ,2025-12-08 20:00:00,2025-12-08 23:19:00,2025-12-08 22:25:00,2025-12-09 01:34:00,199,189,1504,122,Retardé
3245,WS1623,2025-12-08,WS,20,YWG,YYC,2025-12-08 21:40:00,2025-12-08 22:11:00,2025-12-08 23:32:00,2025-12-08 23:55:00,31,23,1191,157,Retardé
3246,WS1255,2025-12-09,WS,19,YYZ,YYC,2025-12-09 07:55:00,2025-12-09 07:57:00,2025-12-09 11:59:00,2025-12-09 12:03:00,2,4,2689,155,À l'heure
3247,AC649,2025-12-09,AC,4,YUL,YYC,2025-12-09 11:05:00,2025-12-09 11:32:00,2025-12-09 15:18:00,2025-12-09 15:45:00,27,27,3005,166,Retardé
3248,F8952,2025-12-09,F8,42,YVR,YUL,2025-12-09 13:20:00,2025-12-09 13:24:00,2025-12-09 18:39:00,2025-12-09 18:33:00,4,-6,3682,139,À l'heure
3249,WS530,2025-12-09,WS,19,YYC,YUL,2025-12-09 16:45:00,2025-12-09 17:03:00,2025-12-09 21:09:00,2025-12-09 21:37:00,18,28,3005,110,Retardé
3250,WS637,2025-12-09,WS,17,YYZ,YWG,2025-12-09 17:55:00,2025-12-09 18:21:00,2025-12-09 20:23:00,2025-12-09 20:39:00,26,16,1504,155,Retardé
3251,WS1325,2025-12-09,WS,20,YYC,YWG,2025-12-09 20:15:00,2025-12-09 20:19:00,2025-12-09 22:19:00,2025-12-09 22:20:00,4,1,1191,151,À l'heure
3252,AF470,2025-12-09,AF,60,YUL,CDG,2025-12-09 21:25:00,2025-12-09 22:08:00,2025-12-10 04:59:00,2025-12-10 05:43:00,43,44,5523,268,Retardé
3253,TS1575,2025-12-09,TS,34,YUL,CUN,2025-12-09 21:55:00,2025-12-09 22:00:00,2025-12-10 02:06:00,2025-12-10 02:02:00,5,-4,2970,159,À l'heure
3254,AC1622,2025-12-10,AC,6,YOW,YYZ,2025-12-10 06:05:00,2025-12-10 06:06:00,2025-12-10 07:12:00,2025-12-10 07:01:00,1,-11,363,148,À l'heure
3255,PD1878,2025-12-10,PD,29,YHZ,YYZ,2025-12-10 08:35:00,2025-12-10 08:37:00,2025-12-10 10:45:00,2025-12-10 10:49:00,2,4,1288,67,À l'heure
3256,AC194,2025-12-10,AC,6,YYC,YVR,2025-12-10 08:35:00,2025-12-10 08:37:00,2025-12-10 10:03:00,2025-12-10 10:01:00,2,-2,687,177,À l'heure
3257,TS1204,2025-12-10,TS,38,CDG,YUL,2025-12-10 16:10:00,2025-12-10 17:01:00,2025-12-10 23:33:00,2025-12-11 00:16:00,51,43,5523,225,Retardé
3258,F8688,2025-12-10,F8,40,YVR,YYZ,2025-12-10 18:10:00,2025-12-10 18:25:00,2025-12-10 22:47:00,2025-12-10 23:01:00,15,14,3346,149,À l'heure
3259,AC667,2025-12-10,AC,16,YYZ,LHR,2025-12-10 20:05:00,2025-12-10 21:10:00,2025-12-11 03:43:00,2025-12-11 04:41:00,65,58,5707,269,Retardé
3260,AC1692,2025-12-10,AC,10,YUL,LAX,2025-12-10 20:10:00,2025-12-10 21:03:00,2025-12-11 01:39:00,2025-12-11 02:30:00,53,51,3973,144,Retardé
3261,WS1531,2025-12-10,WS,17,YVR,YYZ,2025-12-10 21:30:00,2025-12-10 21:30:00,2025-12-11 02:13:00,2025-12-11 02:02:00,0,-11,3346,128,À l'heure
3262,WS546,2025-12-11,WS,19,YYZ,YWG,2025-12-11 08:05:00,2025-12-11 08:02:00,2025-12-11 10:37:00,2025-12-11 10:39:00,-3,2,1504,111,À l'heure
3263,AC210,2025-12-11,AC,10,YYC,YYZ,2025-12-11 08:25:00,2025-12-11 08:28:00,2025-12-11 12:28:00,2025-12-11 12:26:00,3,-2,2689,162,À l'heure
3264,PD1826,2025-12-11,PD,25,YUL,YQB,2025-12-11 10:55:00,2025-12-11 12:05:00,2025-12-11 11:40:00,2025-12-11 12:51:00,70,71,233,108,Retardé
